Language,Query,Weight,Bucket,Comment,#1,#1 Parsed,#1 SQ,#1 Rank,#2,#2 Parsed,#2 SQ,#2 Rank,#3,#3 Parsed,#3 SQ,#3 Rank,#4,#4 Parsed,#4 SQ,#4 Rank,#5,#5 Parsed,#5 SQ,#5 Rank
he,שאל את המקובל,1666,תכנית טלוויזיה,,https://archive.kbb1.com/he/programs/c/TXrFZRBE,c|TXrFZRBE|,Good,1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,הפתרון,1666,תכנית טלוויזיה,,https://archive.kbb1.com/he/programs/c/MvD8Dk2S,c|MvD8Dk2S|,Good,1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,מורים דרך,1666,תכנית טלוויזיה,unrelated results,https://archive.kbb1.com/he/programs/c/JMkKQ7ZZ,c|JMkKQ7ZZ|,Good,1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,חיים חדשים,1586,חיים חדשים,groups,https://archive.kbb1.com/he/programs/c/zf4lLwyI,c|zf4lLwyI|,Good,1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,חיים,1586,חיים חדשים,groups,https://archive.kbb1.com/he/programs/c/zf4lLwyI,c|zf4lLwyI|,Good,2,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,תוכנית חיים חדשים,1586,חיים חדשים,groups,https://archive.kbb1.com/he/programs/c/zf4lLwyI,c|zf4lLwyI|,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,אין עוד מלבדו,1513,נושא בקבלה,unclear what is good,https://archive.kbb1.com/he/sources/hFeGidcS,s|hFeGidcS|,Good,3,https://archive.kbb1.com/he/lessons?source=bs_qMUUn22b_hFeGidcS,l||source - bs_qMUUn22b_hFeGidcS,Unknown,-1,missing this issue by congresses,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,ערבות זולת נשמות,1513,נושא בקבלה,unclear what is good,?,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,תפיסת המציאות,1513,נושא בקבלה,unclear what is good,https://archive.kbb1.com/he/lessons/cu/fQ9F5Rrn,cu|fQ9F5Rrn|,Unknown,-1,https://archive.kbb1.com/he/lessons?topic=0db5BBS3_fF9Awl9y_VmPWCNvo,l||topic - 0db5BBS3_fF9Awl9y_VmPWCNvo,Unknown,-1,https://archive.kbb1.com/he/programs?topic=0db5BBS3_fF9Awl9y_VmPWCNvo,p||topic - 0db5BBS3_fF9Awl9y_VmPWCNvo,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,אהבת חברים,1513,נושא בקבלה,unclear what is good,can't find latest lesson,bs||,NoExpectation,-1,https://archive.kbb1.com/he/sources/jXgT6Pa1,s|jXgT6Pa1|,Good,3,https://archive.kbb1.com/he/programs/cu/JnlqMWvo,cu|JnlqMWvo|,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,זוהר,1235,זוהר,groups,https://archive.kbb1.com/he/lessons/cu/skGMOXD8,cu|skGMOXD8|,Unknown,-1,https://archive.kbb1.com/he/sources/AwGBQX2L,s|AwGBQX2L|,Good,2,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,זוהר לעם,1235,זוהר,groups,https://archive.kbb1.com/he/lessons/cu/skGMOXD8,cu|skGMOXD8|,Unknown,-1,https://archive.kbb1.com/he/sources/AwGBQX2L,s|AwGBQX2L|,Good,1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,ספר הזוהר,1235,זוהר,groups,https://archive.kbb1.com/he/sources/AwGBQX2L,s|AwGBQX2L|,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,אותיות דרב המנונא סבא,1235,זוהר,groups too old,https://archive.kbb1.com/he/sources/M07beI2F,s|M07beI2F|,Good,1,https://archive.kbb1.com/he/lessons?source=rh_AwGBQX2L_cSyh3vQM_43BXTx3C_M07beI2F,l||source - rh_AwGBQX2L_cSyh3vQM_43BXTx3C_M07beI2F,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,זוהר לעם הקדמת ספר הזוהר,1235,זוהר,groups too old,https://archive.kbb1.com/he/sources/AwGBQX2L,s|AwGBQX2L|,Unknown,-1,https://archive.kbb1.com/he/lessons?source=rh_AwGBQX2L_cSyh3vQM_43BXTx3C,l||source - rh_AwGBQX2L_cSyh3vQM_43BXTx3C,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,ליל הכלה,1235,זוהר,groups too old,https://archive.kbb1.com/he/sources/jnB9Pwgl,s|jnB9Pwgl|,Good,1,https://archive.kbb1.com/he/events/c/9DJ1NO35?language=he,c|9DJ1NO35|,Unknown,-1,https://archive.kbb1.com/he/lessons/cu/7DWcJ3wb,cu|7DWcJ3wb|,Regular,5,https://archive.kbb1.com/he/programs/cu/Y1x3GKhP,cu|Y1x3GKhP|,Unknown,-1,,e||,NoExpectation,-1
he,לילה דכלא,1235,זוהר,groups too old,https://archive.kbb1.com/he/sources/jnB9Pwgl,s|jnB9Pwgl|,Unknown,-1,https://archive.kbb1.com/he/events/c/9DJ1NO35?language=he,c|9DJ1NO35|,Unknown,-1,https://archive.kbb1.com/he/lessons/cu/7DWcJ3wb,cu|7DWcJ3wb|,Unknown,-1,https://archive.kbb1.com/he/programs/cu/Y1x3GKhP,cu|Y1x3GKhP|,Unknown,-1,,e||,NoExpectation,-1
he,"תע""ס",1212,"תע""ס",groups Should show by default the last lesson?,https://archive.kbb1.com/he/sources/xtKmrbb9?page=1,s|xtKmrbb9|,Good,3,https://archive.kbb1.com/he/lessons/latest?language=he&ap=2,bs||,NoExpectation,-1,https://archive.kbb1.com/he/lessons?source=bs_xtKmrbb9,l||source - bs_xtKmrbb9,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,תלמוד עשר הספירות,1212,"תע""ס",groups Should show by default the last lesson?,https://archive.kbb1.com/he/sourcesxtKmrbb9,bs||,NoExpectation,-1,https://archive.kbb1.com/he/lessons/latest?language=he&ap=2,bs||,NoExpectation,-1,https://archive.kbb1.com/he/lessons?source=bs_xtKmrbb9,l||source - bs_xtKmrbb9,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,תעס,1212,"תע""ס",groups 2003 lesson is first,https://archive.kbb1.com/he/sources/xtKmrbb9,s|xtKmrbb9|,Unknown,-1,https://archive.kbb1.com/he/lessons/latest?language=he&ap=2,bs||,NoExpectation,-1,https://archive.kbb1.com/he/lessons?source=bs_xtKmrbb9,l||source - bs_xtKmrbb9,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,הסתכלות פנימית,1212,"תע""ס",groups Should show by default the last lesson?,https://archive.kbb1.com/he/sources/9xNFLSSp?page=13,s|9xNFLSSp|,Unknown,-1,https://archive.kbb1.com/he/lessons/latest?language=he&ap=2,bs||,NoExpectation,-1,https://archive.kbb1.com/he/lessons?source=bs_xtKmrbb9,l||source - bs_xtKmrbb9,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,"תע""ס כרך א' חלק ב'",1212,"תע""ס",groups not finding chapter,https://archive.kbb1.com/he/sources/XlukqLH8?page=37,s|XlukqLH8|,Good,1,https://archive.kbb1.com/he/lessons/latest?language=he&ap=2,bs||,NoExpectation,-1,https://archive.kbb1.com/he/lessons?source=bs_xtKmrbb9,l||source - bs_xtKmrbb9,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,"תע""ס כרך א",1212,"תע""ס",groups not finding part,https://archive.kbb1.com/he/sources/9xNFLSSp?page=1,s|9xNFLSSp|,Unknown,-1,https://archive.kbb1.com/he/lessons/latest?language=he&ap=2,bs||,NoExpectation,-1,https://archive.kbb1.com/he/lessons?source=bs_xtKmrbb9,l||source - bs_xtKmrbb9,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,תלמוד עשר,1212,"תע""ס",groups Should show by default the last lesson?,https://archive.kbb1.com/he/sources/9xNFLSSp?page=1,s|9xNFLSSp|,Unknown,-1,https://archive.kbb1.com/he/lessons/latest?language=he&ap=2,bs||,NoExpectation,-1,https://archive.kbb1.com/he/lessons?source=bs_xtKmrbb9,l||source - bs_xtKmrbb9,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,פרשת השבוע,882,תנך,groups,Current parashat hashavua,bs||,NoExpectation,-1,https://archive.kbb1.com/he/programs/c/FMekSMpp,c|FMekSMpp|,Good,1,https://archive.kbb1.com/he/programs/c/yGQYLsbV,c|yGQYLsbV|,Good,3,https://archive.kbb1.com/he/programs/c/4D87X3Oo,c|4D87X3Oo|,Good,2,,e||,NoExpectation,-1
he,בראשית,882,תנך,groups,https://archive.kbb1.com/he/sources/NslF3LJh,s|NslF3LJh|,Unknown,-1,https://archive.kbb1.com/he/lessons/cu/Kcbm97ny,cu|Kcbm97ny|,Unknown,-1,https://archive.kbb1.com/he/programs/cu/KgldULKU?language=he,cu|KgldULKU|,Unknown,-1,https://archive.kbb1.com/he/programs/cu/dO8qg4SK,cu|dO8qg4SK|,Unknown,-1,,e||,NoExpectation,-1
he,פרשת שבוע,882,תנך,groups,Current parashat hashavua,bs||,NoExpectation,-1,https://archive.kbb1.com/he/programs/c/FMekSMpp,c|FMekSMpp|,Good,1,https://archive.kbb1.com/he/programs/c/yGQYLsbV,c|yGQYLsbV|,Good,3,https://archive.kbb1.com/he/programs/c/4D87X3Oo,c|4D87X3Oo|,Good,2,,e||,NoExpectation,-1
he,ויצא,882,תנך,groups,https://archive.kbb1.com/he/sources/pCllz58I,s|pCllz58I|,Regular,5,https://archive.kbb1.com/he/lessons/cu/ZWV7sRUB,cu|ZWV7sRUB|,Unknown,-1,https://archive.kbb1.com/he/programs/cu/RPHaK0bQ,cu|RPHaK0bQ|,Unknown,-1,https://archive.kbb1.com/he/programs/cu/ZEG4FXf4,cu|ZEG4FXf4|,Unknown,-1,,e||,NoExpectation,-1
he,פרשת השבוע במדבר,882,תנך,groups,https://archive.kbb1.com/he/lessons/cu/Oy9AIPNu,cu|Oy9AIPNu|,Good,1,https://archive.kbb1.com/he/lessons/cu/Oy9AIPNu,cu|Oy9AIPNu|,Good,1,https://archive.kbb1.com/he/programs/cu/WYbNrqMa,cu|WYbNrqMa|,Regular,5,https://archive.kbb1.com/he/programs/cu/czD5IOia,cu|czD5IOia|,Regular,7,,e||,NoExpectation,-1
he,כנס,809,כנס,groups,https://archive.kbb1.com/he/events,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,כנס מוסקבה,809,כנס,,https://archive.kbb1.com/he/events?location=Russia%7CMoscow,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,ערבה,809,כנס,groups,https://archive.kbb1.com/he/events?location=Israel%7CArava,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,כנס ערבה,809,כנס,groups,https://archive.kbb1.com/he/events?location=Israel%7CArava,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,כנס ניו ג'רזי,809,כנס,groups,https://archive.kbb1.com/he/events?location=United%20States%7CNew%20Jersey,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,שבת,783,מושג בקבלה,,Group Shabat topic (no lessons at all0,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,מחסום,783,מושג בקבלה,לא במקומות הראשונים,Source articles with this term,bs||,NoExpectation,-1,Short clips of Rav,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,מעשר,783,מושג בקבלה,תוצאות לא קשורות,Short clips of Rav,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,תיקון יצר,783,מושג בקבלה,,Short clips of Rav,bs||,NoExpectation,-1,Group lessons with topic,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,פסח,711,חגים,מדור חגים groups,https://archive.kbb1.com/he/events/c/PWOJ9aPK?language=he,c|PWOJ9aPK|,Unknown,-1,https://archive.kbb1.com/he/events/holidays?holidays=RWqjxgkj,bs||,NoExpectation,-1,https://archive.kbb1.com/he/programs?topic=g3ml0jum_1nyptSIo_RWqjxgkj,p||topic - g3ml0jum_1nyptSIo_RWqjxgkj,Unknown,-1,https://archive.kbb1.com/he/programs/cu/sQLBSVm9,cu|sQLBSVm9|,Unknown,-1,https://archive.kbb1.com/he/programs/cu/zGraxAov,cu|zGraxAov|,Unknown,-1
he,חנוכה,711,חגים,מדור חגים groups,https://archive.kbb1.com/he/events/c/6CMNoQ6i?language=he,c|6CMNoQ6i|,Good,3,https://archive.kbb1.com/he/programs?topic=g3ml0jum_1nyptSIo_rxNl0zXg,p||topic - g3ml0jum_1nyptSIo_rxNl0zXg,Unknown,-1,https://archive.kbb1.com/he/events/holidays?holidays=rxNl0zXg,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,פורים,711,חגים,מדור חגים groups,https://archive.kbb1.com/he/events/c/BTc81T71?language=he,c|BTc81T71|,Unknown,-1,https://archive.kbb1.com/he/programs?topic=g3ml0jum_1nyptSIo_ZjqGWdYE,p||topic - g3ml0jum_1nyptSIo_ZjqGWdYE,Unknown,-1,https://archive.kbb1.com/he/events/holidays?holidays=ZjqGWdYE,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,יום כיפור,711,חגים,מדור חגים groups,https://archive.kbb1.com/he/programs?topic=g3ml0jum_1nyptSIo_oXRmGfzj,p||topic - g3ml0jum_1nyptSIo_oXRmGfzj,Unknown,-1,https://archive.kbb1.com/he/programs/cu/Wzhb9v1Z?language=he,cu|Wzhb9v1Z|,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,שמעתי,633,ספר קבלה,groups - books,https://archive.kbb1.com/he/sources/qMUUn22b,s|qMUUn22b|,Good,2,https://archive.kbb1.com/he/lessons?source=bs_qMUUn22b,l||source - bs_qMUUn22b,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,שלבי הסולם,633,ספר קבלה,groups - books,https://archive.kbb1.com/he/sources/jXgT6Pa1,s|jXgT6Pa1|,Unknown,-1,we should have the library according to the book ordered,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,כתבי בעל הסולם,633,ספר קבלה,groups - books,https://archive.kbb1.com/he/sources,bs||,NoExpectation,-1,we should have the library according to the book ordered,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,תהילים,633,ספר קבלה,groups - books,missing book,bs||,NoExpectation,-1,group with all programs with king David > Psalms,bs||,NoExpectation,-1,https://archive.kbb1.com/he/programs/cu/pay6i9Ts?language=he,cu|pay6i9Ts|,Regular,9,https://archive.kbb1.com/he/programs/c/4J0HCOhJ,c|4J0HCOhJ|,Good,1,,e||,NoExpectation,-1
he,זוגיות,481,נושא חינוך אינטגראלי,,https://archive.kbb1.com/he/programs?topic=VUpFlBnu_pXpozaXB_BdfLfqsa,p||topic - VUpFlBnu_pXpozaXB_BdfLfqsa,Unknown,-1,https://archive.kbb1.com/he/programs/cu/U52m4xoG,cu|U52m4xoG|,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,ילדים,481,נושא חינוך אינטגראלי,,https://archive.kbb1.com/he/programs?program=children%7C,p||program - children%7C,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,חינוך,481,נושא חינוך אינטגראלי,,https://archive.kbb1.com/he/programs/c/zf4lLwyI?topic=VUpFlBnu_pXpozaXB_g4WzYPpT,c|zf4lLwyI|,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,אהבה,481,נושא חינוך אינטגראלי,,Missing group of new life love,bs||,NoExpectation,-1,https://archive.kbb1.com/he/programs?topic=VUpFlBnu_jwqdSTx0_BMeF4yJe,p||topic - VUpFlBnu_jwqdSTx0_BMeF4yJe,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,שירים,402,מוזיקה,נשמר כשיעור?,No music section,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,הדור האחרון,402,מוזיקה,אין חומר על מוזיקה,https://archive.kbb1.com/he/sources/oIrPpKn2,s|oIrPpKn2|,Regular,4,https://archive.kbb1.com/he/lessons?source=bs_qMeV5M3Y_oIrPpKn2,l||source - bs_qMeV5M3Y_oIrPpKn2,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,מוטי מור,402,מוזיקה,נשמר כשיעור?,No music section,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,שירת העולמות,402,מוזיקה,נשמר כשיעור?,https://archive.kbb1.com/he/lessons/cu/l0GVJhAD?language=he,cu|l0GVJhAD|,Good,2,https://archive.kbb1.com/he/lessons/cu/AvV2BJPk?language=he,cu|AvV2BJPk|,Good,1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,"רב""ש",263,מקובל,group - mekorot,https://archive.kbb1.com/he/sources,bs||,NoExpectation,-1,https://archive.kbb1.com/he/programs/cu/5i0S9RMc?language=he,cu|5i0S9RMc|,Unknown,-1,https://archive.kbb1.com/he/programs?topic=0db5BBS3_ssPpRE7p_NreYiGEg,p||topic - 0db5BBS3_ssPpRE7p_NreYiGEg,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,רמחל,263,מקובל,group - mekorot,missing content in library,bs||,NoExpectation,-1,https://archive.kbb1.com/he/programs/cu/OlRfxapi?language=he,cu|OlRfxapi|,Unknown,-1,https://archive.kbb1.com/he/programs/cu/zyqpiTc3?language=he,cu|zyqpiTc3|,Unknown,-1,https://archive.kbb1.com/he/programs?topic=0db5BBS3_ssPpRE7p_skJPR8fN,p||topic - 0db5BBS3_ssPpRE7p_skJPR8fN,Unknown,-1,,e||,NoExpectation,-1
he,בעל הסולם,263,מקובל,group - mekorot,https://archive.kbb1.com/he/sources,bs||,NoExpectation,-1,https://archive.kbb1.com/he/programs/cu/maMk3db9?language=he,cu|maMk3db9|,Unknown,-1,https://archive.kbb1.com/he/programs/cu/AdgO5KVE?language=he,cu|AdgO5KVE|,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,משה,263,מקובל,group - mekorot,https://archive.kbb1.com/he/programs/cu/gC2tRWrH,cu|gC2tRWrH|,Unknown,-1,missing content in library,bs||,NoExpectation,-1,https://archive.kbb1.com/he/programs/cu/AsNLozeK,cu|AsNLozeK|,Unknown,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,לייטמן,263,מקובל,group - mekorot,https://archive.kbb1.com/he/sources,bs||,NoExpectation,-1,missing biography,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,סעודה,246,סעודות,,https://archive.kbb1.com/he/events/meals,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,סעודות,246,סעודות,,https://archive.kbb1.com/he/events/meals,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,טיש,246,סעודות,,https://archive.kbb1.com/he/events/cu/WhlWTpbB?language=he,cu|WhlWTpbB|,Regular,4,missing sub group of TISH,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,סעוד,246,סעודות,,https://archive.kbb1.com/he/events/meals,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,סעודת ראש חודש,246,סעודות,,missing sub group of Rosh Hodesh Meal,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
he,1988,212,שנה,Should be lessons and articles for this year of RAbash,group rabash articles by year 1988,bs||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1,,e||,NoExpectation,-1
